n,p,f,x,y,z,a1,a2,a3,a4,b1,b2,b3,b4,c1,c2,c3,c4,g1,g2,l1,l2,l3,l4,e1,e2,cent_price_cor,cent_trans_cor
577,0.8,0.4,17,13,10,2,0.18,2.4,0.27,2,0.16,2.2,0.24,4.1,0.27,3.4,0.28,0.194,1.5,0.171,1.4,0.024,0.5,2.7,1.4,-0.247,0.431
496,0.7,0.5,27,22,5,1.8,0.24,1.3,0.17,2.9,0.14,1.3,0.15,3.6,0.28,4.3,0.24,0.088,1.1,0.008,0.7,0.037,1,1.3,1.2,-0.201,0.426
304,0.7,0.2,16,25,2,2.4,0.14,3.6,0.18,3.8,0.11,1.6,0.11,4.1,0.27,4.6,0.24,0.196,1,0.127,0.9,0.009,0.8,0.9,1.6,-0.368,0.495
537,0.7,0.2,15,15,9,2.5,0.28,1.4,0.27,3.4,0.26,4.8,0.2,1.1,0.22,3.6,0.14,0.014,0.8,0.088,0.7,0.045,0.6,1.9,1.2,-0.122,0.387
485,0.8,0.4,23,16,8,4.9,0.2,1.6,0.24,3,0.18,1.8,0.12,3.4,0.12,3.9,0.26,0.13,1.4,0.107,2,0.039,1.6,0.8,3,-0.223,0.586
274,0.7,0.4,22,18,10,5,0.25,4.4,0.23,2.1,0.19,4.6,0.13,3.8,0.11,2.7,0.22,0.047,0.7,0.184,1.7,0.043,1.1,0.9,2.6,-0.32,0.448
428,0.8,0.3,27,29,2,2.4,0.25,3.8,0.16,4,0.16,3.9,0.16,4,0.26,4.6,0.2,0.187,1.1,0.18,0.8,0.068,1.7,2.8,0.2,-0.335,0.476
197,0.8,0.4,17,18,8,4,0.15,3.9,0.21,3,0.27,1.4,0.18,1.1,0.25,2.3,0.19,0.196,1.4,0.17,1.3,0.009,1.7,2.3,0.4,-0.19,0.311
935,0.9,0.3,16,24,6,1.8,0.29,3.8,0.24,3.5,0.26,3,0.3,3,0.17,1.8,0.16,0.133,1.1,0.127,1.4,0.085,0.7,1.2,2.6,-0.297,0.414
544,0.8,0.2,10,28,6,3.4,0.27,2.7,0.28,2.3,0.12,1.5,0.23,1.3,0.11,1.4,0.2,0.151,0.8,0.087,0.7,0.075,1,2,1,-0.295,0.497
234,0.5,0.5,26,29,5,1.9,0.26,2.7,0.24,4.5,0.17,4.1,0.21,3.7,0.2,4,0.16,0.129,1.5,0.045,1,0.086,0.5,0.6,2.2,-0.073,0.302
504,0.6,0.4,14,25,7,2.8,0.26,4.1,0.23,3.7,0.3,1.7,0.18,4.2,0.17,2.2,0.23,0.062,1.2,0.058,0.8,0.093,1.1,1.3,2.2,-0.194,0.381
175,0.8,0.4,13,19,5,3.8,0.18,1.6,0.25,4.7,0.29,3.5,0.17,1.8,0.24,4,0.18,0.085,0.5,0.126,1.5,0.089,0.7,2,0.9,-0.508,0.613
328,0.6,0.2,14,14,6,3.5,0.13,4.8,0.17,3.6,0.13,1.8,0.21,3,0.16,2.1,0.22,0.035,0.6,0.113,0.8,0.083,0.5,2.6,1.6,-0.354,0.421
285,0.7,0.4,27,13,9,2,0.15,3.2,0.21,3.5,0.23,3.2,0.27,3,0.28,3.4,0.26,0.146,1.1,0.14,1.3,0.042,0.7,1.4,1.3,-0.169,0.176
630,0.9,0.4,24,18,10,4.2,0.28,1.7,0.23,3.6,0.22,3.7,0.28,4.6,0.3,1.2,0.13,0.119,1.9,0.085,1.6,0.092,1.8,0.4,2.2,-0.137,0.115
302,0.9,0.4,15,14,6,2,0.24,4.5,0.17,4.9,0.15,2,0.14,4.4,0.11,2.3,0.26,0.135,1.7,0.104,0.5,0.031,1.7,2.1,1.8,-0.144,0.296
876,0.6,0.5,13,22,7,1.8,0.28,2.1,0.25,3.4,0.25,2,0.15,3.7,0.13,3.8,0.19,0.136,1.1,0.101,1.8,0.087,0.6,2.1,0.6,-0.117,0.324
536,0.6,0.2,24,22,10,2.8,0.22,2.2,0.12,2.1,0.13,2.3,0.25,3.1,0.2,3.1,0.18,0.141,1.6,0.147,1.3,0.085,1.5,0.5,2.6,-0.037,0.006
725,0.8,0.4,14,25,6,2.2,0.1,3.4,0.13,3.8,0.19,2.7,0.26,1.6,0.17,3.6,0.21,0.152,1.7,0.186,1.3,0.011,1.3,2.4,3,-0.217,0.343
730,0.7,0.5,26,25,2,4.9,0.22,1.3,0.28,3.6,0.22,4.2,0.13,4.8,0.12,4.9,0.26,0.011,1.3,0.002,1,0.091,1.8,0.8,1.7,-0.143,0.392
378,0.9,0.2,20,27,3,4.7,0.2,2.3,0.23,2.5,0.12,4.9,0.23,1.9,0.11,4.7,0.24,0.113,1.1,0.158,1,0.058,1.9,2.8,3,-0.281,0.43
888,0.9,0.5,30,23,8,1.9,0.13,1.8,0.14,2.3,0.26,1.8,0.17,2.3,0.24,1.8,0.24,0.186,1,0.009,1.7,0.084,1.1,2.7,2.1,-0.328,0.515
375,0.6,0.2,14,15,8,1,0.1,2.2,0.19,3.7,0.26,4.2,0.24,1.2,0.19,2.4,0.22,0.148,1.1,0.135,1.8,0.086,0.9,0.7,1.1,-0.405,0.546
949,0.6,0.3,19,21,9,1.5,0.1,1.8,0.18,4.6,0.23,3.9,0.29,1.5,0.27,3.8,0.25,0.046,1.4,0.089,1.4,0.06,1.5,2.2,1.8,-0.128,0.359
940,0.7,0.3,10,10,8,2.9,0.24,2.3,0.28,2.2,0.2,4,0.21,4.7,0.19,4.8,0.2,0.067,0.6,0.184,0.9,0.022,0.6,2.1,0.3,-0.327,0.386
784,0.6,0.3,18,30,1,2.8,0.12,2.8,0.12,5,0.25,3.9,0.11,4.2,0.24,3.1,0.28,0.034,0.6,0.179,1.8,0.05,1,1.7,2.5,-0.014,-0.008
643,0.7,0.4,28,27,4,4.5,0.28,1,0.29,2.8,0.12,3,0.16,2.9,0.16,3.2,0.17,0.093,1.1,0.012,1.3,0.043,1.3,1.7,1.7,-0.18,0.411
676,0.8,0.2,20,16,1,2.8,0.13,3.7,0.24,2.1,0.21,2.7,0.13,2.2,0.11,1.3,0.28,0.135,1.7,0.13,1,0.08,1.7,2.6,0.5,-0.175,0.362
164,0.7,0.3,15,20,6,4.4,0.14,4.3,0.17,3.2,0.29,2.9,0.19,3.4,0.22,3.2,0.12,0.188,1.9,0.047,1.4,0.09,1.1,0.4,0.8,-0.264,0.398
532,0.5,0.5,21,18,9,4.5,0.23,2.6,0.18,1,0.21,3,0.27,1.4,0.14,4,0.24,0.18,0.7,0.076,0.8,0.022,1.6,2.6,2.9,-0.184,0.353
362,0.9,0.4,23,18,9,1.8,0.19,3.8,0.26,3.8,0.3,3,0.19,3.1,0.26,3.3,0.28,0.197,0.9,0.028,0.8,0.042,1.6,0.3,1.8,-0.283,0.483
536,0.8,0.4,15,17,8,1,0.22,3.5,0.1,3.7,0.2,3.2,0.17,3.8,0.25,4.1,0.21,0.04,1.2,0.189,0.6,0.029,2,1.7,1.4,-0.17,0.279
477,0.6,0.5,15,23,5,4.8,0.3,5,0.17,3.3,0.28,3.7,0.2,2.2,0.18,4.1,0.15,0.079,1.8,0.158,1.1,0.054,1.1,2.9,2.4,-0.132,0.217
635,0.9,0.5,10,26,7,4.2,0.21,4.6,0.13,4.9,0.29,2,0.13,1.6,0.3,3.1,0.19,0.103,0.6,0.07,0.7,0.06,0.6,0.4,2.3,-0.219,0.349
440,0.8,0.3,26,23,1,2.4,0.3,1.2,0.18,4.9,0.12,4.4,0.23,2.9,0.27,3.2,0.22,0.165,1,0.036,1,0.03,0.9,1.3,1.1,-0.164,0.248
164,0.5,0.5,27,27,3,2.1,0.28,4.4,0.21,1.6,0.23,4.1,0.12,4.7,0.28,4.7,0.13,0.104,2,0.06,1.8,0.026,1.2,1.3,1.1,-0.325,0.527
803,0.6,0.2,19,22,2,1.7,0.22,3.1,0.1,2.3,0.23,5,0.19,3.2,0.15,4.5,0.28,0.098,1.4,0.031,1.4,0.042,1.7,1.5,2.5,-0.059,0.221
474,0.7,0.5,22,19,5,2.6,0.24,2,0.27,4.8,0.27,3.8,0.25,2.4,0.21,3.6,0.27,0.031,1,0.163,2,0.071,1.3,1.9,1,-0.172,0.355
418,0.8,0.2,10,24,7,4.9,0.13,1,0.21,2.1,0.22,1.4,0.29,2,0.1,1.6,0.1,0.001,1.5,0.163,0.6,0.056,0.6,0.9,2.5,0.016,0.22
997,0.7,0.4,28,22,6,3.2,0.12,3.2,0.17,4.7,0.22,3.2,0.28,4.7,0.24,2.6,0.27,0.138,1,0.055,1.4,0.073,0.9,2.3,0.1,-0.148,0.389
692,0.9,0.4,14,21,7,3.7,0.22,4.1,0.19,1.6,0.28,3.2,0.29,3.7,0.12,2.3,0.28,0.033,1.4,0.131,0.5,0.029,0.8,2.4,1.3,-0.273,0.412
773,0.6,0.2,15,30,5,4.3,0.15,4.2,0.14,3.7,0.18,4.2,0.17,4.3,0.13,5,0.14,0.036,1.2,0.029,1.4,0.022,1.6,2.7,0.3,-0.257,0.346
896,0.6,0.4,25,20,7,1.5,0.12,2.8,0.19,3.5,0.18,2.4,0.23,3.7,0.26,3.3,0.3,0.191,1.6,0.19,0.9,0.065,1.8,2.6,0.3,-0.237,0.443
311,0.7,0.3,26,21,7,2.7,0.14,1.2,0.3,3.4,0.14,1.2,0.13,3.4,0.24,4.2,0.27,0.024,0.6,0.199,1.2,0.064,1.1,2.4,1.1,-0.261,0.399
935,0.6,0.4,17,19,1,3.2,0.12,2.4,0.16,1.3,0.11,2.2,0.18,3.1,0.28,3.1,0.16,0.064,1.8,0.139,1.8,0.034,1.2,1.5,1.2,-0.385,0.539
468,0.8,0.4,12,24,5,2.2,0.11,2.8,0.24,1.5,0.13,2.2,0.28,1.1,0.12,1.2,0.15,0.105,1,0.034,1.8,0.072,0.7,1.1,2.5,-0.287,0.471
390,0.6,0.3,18,19,2,3,0.24,3.1,0.17,4.4,0.19,3.2,0.11,4.9,0.25,1,0.29,0.003,1.3,0.089,1.8,0.084,1.9,0.3,1.9,-0.311,0.38
912,0.6,0.2,22,13,1,2.7,0.16,3.2,0.19,4.7,0.14,1.2,0.12,1,0.19,2.4,0.19,0.199,0.5,0.014,1.6,0.08,0.9,1.7,2.2,-0.346,0.442
361,0.5,0.3,26,15,6,3.8,0.21,3.9,0.11,1.3,0.24,3.9,0.25,2.8,0.26,3.5,0.22,0.113,1.3,0.009,0.6,0.063,1.5,2.8,0.6,-0.291,0.347
242,0.9,0.3,13,10,3,1.8,0.12,1.6,0.15,2.4,0.14,3.1,0.12,1.8,0.19,2.6,0.11,0.037,1.6,0.043,1.7,0.054,1.4,2.4,1.3,-0.355,0.551
554,0.5,0.4,26,13,9,2.8,0.12,3.1,0.29,4.5,0.28,1.1,0.2,1.2,0.18,2.9,0.13,0.105,1.8,0.135,2,0.013,1.2,0.9,2.7,-0.271,0.372
832,0.8,0.2,13,30,6,4,0.19,4.3,0.29,3.4,0.29,3.4,0.11,3.3,0.2,4.7,0.26,0.048,0.6,0.1,1.9,0,1.3,2.4,1.4,-0.208,0.435
274,0.7,0.4,20,19,2,1.9,0.13,1.7,0.24,3.6,0.25,2.2,0.17,4.7,0.27,4.9,0.29,0.094,1.2,0.043,0.9,0.085,1.5,1.8,2.6,-0.282,0.442
370,0.5,0.3,26,23,3,2.9,0.14,4.1,0.19,4.3,0.25,4.6,0.11,1.5,0.19,3,0.26,0.095,0.6,0.172,1.8,0.064,0.7,0.7,1.5,-0.074,0.303
676,0.7,0.3,20,14,2,2.7,0.12,2.9,0.29,2.8,0.24,2.8,0.21,2.6,0.19,4.4,0.29,0.129,0.6,0.188,1.6,0.06,0.6,0.6,1.7,-0.268,0.386
959,0.7,0.3,26,15,3,1.5,0.29,1.3,0.27,4.5,0.21,2.5,0.22,1,0.26,2.7,0.14,0.176,1.3,0.187,1.5,0.084,1.9,0.5,0.4,-0.25,0.369
392,0.7,0.4,11,14,3,3.8,0.13,1.7,0.2,1.9,0.23,3.2,0.18,2.1,0.17,3.4,0.28,0.171,1.2,0.162,0.6,0.068,1.5,0.9,2.7,-0.231,0.268
706,0.6,0.5,28,30,5,3.9,0.13,4.6,0.22,4,0.23,2.5,0.19,3.3,0.22,1.8,0.19,0.158,2,0.035,1.5,0.098,1.6,0.7,1.7,-0.227,0.338
323,0.7,0.5,10,30,2,3.4,0.12,4.2,0.12,3.6,0.17,1.2,0.16,2.6,0.3,1.3,0.21,0.041,1.3,0.122,0.9,0.094,0.6,0.4,1.1,-0.286,0.425
570,0.9,0.2,21,14,6,2.9,0.21,2.9,0.23,2.7,0.18,3.8,0.11,1.2,0.29,1.3,0.21,0.167,0.8,0.11,0.7,0.081,2,0.5,0.8,-0.114,0.37
176,0.8,0.3,13,18,1,4.5,0.15,1.5,0.24,2.9,0.17,1.2,0.28,4.1,0.18,4,0.23,0.095,1.5,0.159,1.9,0.089,1.6,0.6,2.2,0.002,0.265
809,0.6,0.4,12,26,8,4.1,0.28,4,0.24,1.7,0.15,1.8,0.18,3.6,0.19,3.7,0.25,0.108,1.8,0.194,0.6,0.031,1.2,0.9,0.8,-0.086,0.244
963,0.7,0.3,21,25,2,3,0.21,3.3,0.22,3.3,0.23,3.4,0.28,3.8,0.3,4.8,0.16,0.001,1.6,0.137,0.8,0.049,0.5,0.3,2.9,-0.315,0.426
508,0.9,0.5,30,10,1,4,0.15,2.2,0.27,4,0.19,4.8,0.21,3.3,0.22,3.9,0.11,0.051,0.9,0.154,1.8,0.08,1.1,1.8,0.8,-0.215,0.255
379,0.6,0.5,12,16,5,2.4,0.25,3.5,0.2,3.1,0.18,2.8,0.16,2.4,0.27,1.4,0.13,0.189,0.8,0.193,0.6,0.058,0.7,1.6,2,-0.429,0.484
845,0.6,0.4,27,28,4,4.1,0.13,1.2,0.26,1.6,0.12,2.9,0.27,2.6,0.19,1.4,0.21,0.173,1.5,0.066,1.7,0.007,1.2,0.1,0.6,-0.08,0.549
243,0.8,0.3,24,11,5,2.2,0.2,2.2,0.12,4.2,0.16,2.9,0.15,2.2,0.26,4.8,0.21,0.061,0.8,0.137,1.4,0.014,1.6,2.2,1.7,-0.12,0.211
841,0.7,0.2,23,12,4,2.2,0.17,4.5,0.2,2.6,0.17,4,0.29,1,0.12,4,0.23,0.004,1.4,0.016,1.7,0.034,0.6,0.7,1.8,-0.141,0.216
202,0.8,0.2,27,23,6,1.3,0.14,1.5,0.19,3.9,0.18,1.6,0.16,4.7,0.16,3.4,0.22,0.136,1.8,0.151,0.9,0.01,1.2,0.6,2.8,-0.245,0.446
435,0.5,0.2,22,29,3,4.7,0.26,3.1,0.18,2.9,0.16,4.3,0.2,1.8,0.2,2.3,0.19,0.039,1.8,0.02,1.2,0,0.8,1,2.2,-0.296,0.444
315,0.6,0.3,18,11,7,2.2,0.21,2,0.12,4.9,0.28,2.8,0.14,1.6,0.18,4.2,0.15,0.102,0.8,0.158,0.8,0.058,0.6,1.6,0.5,-0.288,0.5
729,0.7,0.4,13,25,3,1.9,0.15,4.2,0.17,1.1,0.3,4,0.13,4,0.1,3.1,0.27,0.138,1.5,0.11,1.3,0.008,1.8,1.7,1,-0.04,0.276
530,0.7,0.5,12,30,1,3,0.16,2.3,0.2,3.1,0.2,2.2,0.21,3,0.16,4.3,0.3,0.03,1.8,0.141,1.1,0.022,1.3,1.8,0.2,-0.383,0.221
217,0.6,0.2,19,12,2,4,0.29,3,0.13,2.6,0.18,4.4,0.1,5,0.19,1.7,0.18,0.054,1.9,0.063,1.1,0.028,1.7,1.3,1.8,-0.335,0.518
620,0.6,0.2,30,21,8,4.2,0.25,3.8,0.18,4.7,0.15,2,0.13,2.8,0.24,2.6,0.15,0.156,1,0.033,1.5,0.063,1.8,0.8,2,-0.305,0.479
427,0.5,0.5,13,13,10,1.5,0.28,2,0.23,2.8,0.2,4.9,0.24,2.8,0.17,3.9,0.23,0.179,1.3,0.148,1.3,0.077,1.8,1.5,2.2,-0.27,0.409
458,0.7,0.5,30,14,3,4.3,0.18,4.2,0.3,4.8,0.26,1.2,0.11,4.4,0.11,1.2,0.16,0.082,0.6,0.048,0.9,0.094,1.2,0.9,2.5,-0.332,0.433
818,0.7,0.2,29,26,5,3.8,0.19,2.8,0.1,4.6,0.27,1.4,0.29,4.1,0.16,1.1,0.3,0.075,0.7,0.022,0.5,0.017,1,2.4,0.7,-0.254,0.319
982,0.7,0.4,23,15,5,2.4,0.22,1,0.14,4.6,0.25,3.5,0.18,1.2,0.12,2.6,0.15,0.003,1.5,0.092,1.4,0.061,0.9,2.7,2,-0.305,0.422
372,0.8,0.4,10,22,7,2.3,0.14,3.9,0.3,4.3,0.2,4.5,0.16,1.9,0.14,1.9,0.17,0.127,0.7,0.062,0.8,0.078,1.2,1.8,0.4,-0.027,0.161
699,0.8,0.3,14,10,2,3.5,0.15,1.1,0.26,1.2,0.15,2.5,0.28,1.6,0.23,4.1,0.18,0.142,0.6,0.093,1,0.07,1.7,1.4,1.4,-0.304,0.435
396,0.6,0.4,19,26,9,3.4,0.24,1.6,0.25,1.8,0.28,3.7,0.17,4.2,0.11,3.1,0.27,0.12,1.1,0.163,0.5,0.007,0.7,3,2.8,-0.176,0.342
826,0.6,0.4,28,29,4,1.9,0.13,3.5,0.25,3.2,0.2,1.3,0.28,3.1,0.25,2.7,0.1,0.093,1.8,0.134,1.8,0.063,1.2,0.4,2.6,-0.231,0.279
103,0.8,0.3,30,13,7,3.5,0.27,4,0.29,2.1,0.11,2,0.11,3.6,0.24,1.5,0.29,0.038,1,0.1,0.7,0.1,1.4,1.7,2.5,-0.306,0.445
394,0.8,0.4,14,21,1,4,0.1,3.7,0.12,1,0.12,2.1,0.18,2,0.19,2.5,0.17,0.081,1,0.056,1,0.05,0.7,1.5,2.7,-0.23,0.258
816,0.7,0.3,19,21,2,2,0.16,4.8,0.29,3,0.25,2.4,0.27,1.7,0.29,2.5,0.15,0.019,1.3,0.045,0.9,0.005,1.9,0.4,0.8,-0.104,0.276
804,0.9,0.4,17,21,7,1.3,0.16,1.2,0.17,4.5,0.27,4.8,0.23,1.6,0.3,4.9,0.12,0.156,1.6,0.069,0.5,0.027,1.7,1.8,1.1,-0.277,0.444
340,0.7,0.4,13,22,3,3.7,0.29,4.1,0.25,5,0.22,3.1,0.16,1,0.16,1.2,0.29,0.101,1.4,0.059,1,0.016,0.9,0.7,1.6,-0.275,0.398
240,0.7,0.5,25,26,10,2.6,0.24,4,0.2,2.8,0.23,4.6,0.27,1.3,0.12,4.9,0.26,0.052,0.9,0.172,1.3,0.077,0.8,0.8,2.8,-0.257,0.36
934,0.7,0.3,21,27,5,1.5,0.22,1.6,0.24,3.1,0.27,3.1,0.18,4.5,0.21,3.4,0.2,0.169,1.5,0.103,1.6,0.044,1.9,1.1,3,-0.319,0.502
230,0.7,0.5,26,10,2,4.1,0.12,4,0.28,1.4,0.22,2.2,0.14,4.6,0.19,3,0.12,0.06,1.5,0.092,1.6,0.077,1.5,0.7,2.2,-0.01,0.24
845,0.7,0.3,13,15,5,2.6,0.12,1.1,0.16,4.9,0.24,4.3,0.26,4.5,0.19,2.7,0.23,0.13,1.4,0.035,1.4,0.083,1.6,2.6,2.3,-0.234,0.357
186,0.6,0.2,14,20,5,2,0.24,3,0.28,2.7,0.29,3.7,0.14,3.2,0.2,1.6,0.13,0.093,1.8,0.169,1.4,0.021,1.7,1,0.8,-0.09,0.329
885,0.8,0.3,18,13,2,1.2,0.26,3.4,0.2,2.6,0.11,1.9,0.28,4.9,0.22,4.4,0.23,0.179,1.5,0.146,0.9,0.021,1.4,0.5,1.1,-0.16,0.151
460,0.5,0.4,29,20,9,4,0.17,4.3,0.18,2.7,0.2,3.4,0.19,3,0.15,2.6,0.13,0.153,0.9,0.045,1.9,0.094,1.2,1.3,0.9,-0.032,0.342
657,0.7,0.4,24,25,2,3,0.23,2.8,0.16,4.8,0.12,4.2,0.22,4.2,0.26,1.1,0.28,0.17,1,0.006,0.8,0.054,1.7,0.2,3,-0.429,0.518
888,0.8,0.4,25,13,10,2.8,0.25,1.1,0.11,2.9,0.24,4.2,0.25,4.9,0.12,2.4,0.24,0.065,0.7,0.04,0.9,0.02,1.8,0.3,0.1,0.052,0.474
671,0.6,0.2,23,12,3,3.4,0.17,4.5,0.27,3,0.14,2.8,0.16,2.9,0.17,4.4,0.19,0.042,0.7,0.033,1.8,0.028,1.9,2.4,3,-0.341,0.32
312,0.6,0.3,30,22,6,3.7,0.27,3.6,0.1,3,0.29,1.3,0.17,1.1,0.28,1.2,0.28,0.111,0.7,0.027,0.6,0.008,0.7,1,2.1,-0.299,0.485
301,0.7,0.3,27,13,7,4.8,0.23,2.8,0.28,3.8,0.24,4.8,0.13,1.1,0.28,4.2,0.19,0.049,0.6,0.04,2,0.059,1.3,1.7,1,-0.208,0.277
969,0.7,0.2,26,23,1,1.4,0.19,2.5,0.23,4.7,0.18,1.1,0.24,2,0.27,4.8,0.14,0.144,1.1,0.079,1.2,0.016,0.7,0.6,1.9,-0.352,0.391
509,0.7,0.4,30,28,8,2.1,0.21,4.7,0.19,1.2,0.29,1.8,0.14,2.8,0.29,2.9,0.23,0.058,1.6,0.028,0.6,0.017,0.8,1.3,2.5,-0.139,0.224
960,0.6,0.4,11,13,2,4.6,0.12,3.1,0.26,2.9,0.11,3.2,0.16,4.4,0.21,2.2,0.19,0.079,1,0.102,1.4,0.054,0.8,0.4,0.7,-0.322,0.447
367,0.8,0.4,11,22,2,4.7,0.13,4.7,0.27,2.2,0.19,4.8,0.14,1,0.25,2.5,0.16,0.169,1.5,0.099,1.2,0.022,1.4,0.8,2,-0.083,0.175
687,0.6,0.4,15,27,4,1.5,0.13,3.2,0.14,2.9,0.24,1.9,0.2,1.3,0.27,1.8,0.14,0.094,1.4,0.1,2,0.096,0.9,0.8,2,-0.316,0.459
728,0.9,0.5,16,25,8,2.2,0.17,3.3,0.19,4.3,0.11,2,0.12,1.5,0.25,1.6,0.2,0.112,0.8,0.096,1.5,0.093,0.8,2.6,0.3,-0.349,0.556
602,0.8,0.3,23,15,2,3.2,0.24,3.3,0.25,3.5,0.21,1.1,0.16,2.8,0.24,3.1,0.24,0.194,1.7,0.145,1.3,0.071,1.2,1,0.6,-0.197,0.317
428,0.7,0.3,22,16,6,2.6,0.26,1.7,0.12,2,0.13,4.7,0.11,2.2,0.15,2.4,0.26,0.037,1.6,0.142,1.3,0.065,0.9,0.7,2.7,0.01,0.419
289,0.7,0.2,12,12,5,2.7,0.12,2.4,0.15,5,0.13,1.8,0.14,1.2,0.12,1,0.16,0.061,1.6,0.068,1.8,0.042,0.7,1.7,1,-0.076,0.502
675,0.7,0.3,11,21,3,4.6,0.16,4.5,0.2,1.7,0.25,1.5,0.17,1.2,0.24,1,0.21,0.19,1.7,0.024,1.4,0.007,0.7,2.3,1.2,-0.314,0.496
381,0.8,0.4,11,26,4,1.7,0.2,1.2,0.27,1.5,0.18,1.5,0.22,3.1,0.29,4,0.27,0.151,0.8,0.088,1.2,0.051,1.9,0.9,2.8,-0.229,0.361
437,0.6,0.4,21,13,7,4.7,0.15,2.5,0.23,5,0.24,2.4,0.14,2,0.23,2.1,0.13,0.07,1.2,0.01,1.1,0.084,0.7,1.2,0.1,-0.083,0.538
127,0.5,0.4,25,16,10,4.1,0.17,1.3,0.13,4.8,0.13,2.1,0.2,1.6,0.21,3.3,0.29,0.112,1.4,0.083,1.2,0.018,1,2,0.5,-0.172,0.342
278,0.7,0.2,25,22,7,4.2,0.28,3.3,0.21,1.9,0.18,4,0.22,4.9,0.15,4.6,0.19,0.06,0.6,0.186,0.6,0.098,1.1,1.1,0.2,-0.163,0.492
725,0.6,0.3,17,10,3,4,0.22,1.4,0.29,4.5,0.11,1.4,0.11,4,0.23,3.4,0.23,0.14,1.2,0.012,0.8,0.098,1,3,1.5,-0.25,0.264
804,0.9,0.2,25,11,1,2,0.14,3.1,0.23,4.5,0.29,2.4,0.2,3.5,0.18,3.8,0.29,0.007,1.4,0.117,0.9,0.078,0.6,0.7,0.4,-0.396,0.52
659,0.6,0.4,24,22,7,4.7,0.29,3.4,0.25,2.2,0.12,3,0.19,4,0.28,4.4,0.18,0.086,0.7,0.127,1.1,0.039,1.2,2.9,2.1,-0.185,0.378
508,0.9,0.2,27,13,3,1.5,0.12,2.3,0.27,1.9,0.13,1.4,0.27,3,0.15,3.1,0.16,0.122,2,0.191,1.7,0.04,2,1.8,1.5,-0.281,0.476
203,0.8,0.3,15,12,5,5,0.27,4.6,0.11,1.2,0.23,1.7,0.17,2.5,0.27,2.2,0.24,0.01,0.8,0.19,1.8,0.023,1.4,2.6,0.9,-0.18,0.421
519,0.6,0.4,27,26,4,3.1,0.28,2.2,0.15,1.5,0.13,2.1,0.14,1.4,0.15,1.4,0.2,0.13,0.5,0.149,0.6,0.085,0.6,2.7,2.7,-0.055,0.377
681,0.7,0.4,15,28,6,4.5,0.11,3.4,0.14,3.6,0.15,1.6,0.24,2.5,0.24,2.8,0.26,0.015,0.7,0.137,1.6,0.04,1.5,1.4,2,-0.216,0.327
302,0.8,0.3,12,15,7,3.2,0.14,1.3,0.26,4.3,0.26,4.9,0.24,4.9,0.16,3.3,0.25,0.056,1.3,0.085,1.5,0.037,0.9,0.3,1.9,-0.371,0.503
294,0.6,0.4,18,28,3,3.7,0.27,2.2,0.1,4,0.14,3.4,0.22,2.3,0.2,4.8,0.13,0.155,1.7,0.004,0.6,0.012,1.3,0.9,2.6,-0.184,0.407
603,0.8,0.5,28,27,4,1.6,0.18,1.6,0.1,3.1,0.15,1.9,0.29,1.5,0.24,4.9,0.1,0.174,0.6,0.162,1.5,0.044,0.9,2.5,0.8,-0.379,0.464
611,0.8,0.3,27,29,10,4.9,0.29,3.9,0.21,4.4,0.15,4.3,0.23,3,0.13,3.2,0.15,0.103,0.5,0.175,1,0.056,1.7,3,2,-0.286,0.365
984,0.9,0.4,23,13,8,2.4,0.3,3,0.15,3.2,0.11,4.6,0.19,3.6,0.1,2,0.11,0.092,0.8,0.023,1.6,0.063,1.6,1.7,1.7,-0.191,0.454
513,0.9,0.4,13,20,9,2,0.3,1.3,0.1,1.3,0.3,1.2,0.15,1.7,0.18,5,0.11,0.124,1.7,0.2,0.9,0.051,0.8,0.2,2.6,-0.312,0.501
152,0.5,0.4,17,13,8,4,0.19,1.4,0.14,2.5,0.16,2.8,0.16,4,0.3,4.9,0.16,0.19,1.7,0.186,1.2,0.025,0.9,1.9,1.7,-0.326,0.463
839,0.8,0.4,27,17,1,4.1,0.27,4.4,0.12,1,0.26,4.8,0.26,2.9,0.2,3.2,0.22,0.189,0.5,0.164,1.7,0.009,1.6,0.1,1,-0.121,0.234
204,0.8,0.4,15,18,6,1.9,0.12,3.4,0.29,2.8,0.21,3.8,0.2,4.7,0.11,2.6,0.16,0.124,0.9,0.063,1.7,0.049,1,2.2,1.5,-0.193,0.333
294,0.5,0.2,18,27,2,3.7,0.28,4.7,0.26,1.9,0.28,3.8,0.12,2.1,0.24,4.9,0.2,0.186,1.1,0.084,1,0.092,1.6,2.8,1.9,-0.164,0.328
140,0.8,0.3,25,17,2,1.5,0.27,2.7,0.24,1.6,0.25,2.3,0.11,4.6,0.23,2,0.17,0.129,1.3,0.002,0.8,0.016,1.6,2.9,2.9,-0.216,0.322
304,0.6,0.2,21,18,2,2.7,0.27,2.9,0.28,4.1,0.27,1,0.14,4.7,0.18,1.9,0.23,0.176,0.6,0.132,0.8,0.051,0.6,1.6,1,-0.132,0.45
928,0.5,0.5,20,26,1,4.5,0.2,2.6,0.19,3.8,0.15,4.3,0.16,1.5,0.21,1.6,0.25,0.091,0.7,0.05,0.6,0.034,0.7,0.2,0.8,-0.398,0.588
